FID,codmun,codmundv,uf,nome_mun,ric01,ric02,ric03,ric04,ric05,ric06,ric07,ric08,ric09,ric10,ric11,ric12,ric13,ric14,ric15,ric16,ric17,ric18,ric19,ric20,ric21,ric22,ric23,ric24,ric25,ric26,ric27,ric28,ric29,ric30,ric31,ric32,ric33,ric34,ric35,ric36,ric37,ric38,ric39,ric40,ric41,ric42,ric43,ric44,ric45,ric46,ric47,ric48,ric49,ric50,ric51,ric52,ric53,ric54,ric55,ric56,ric57,ric58,ric59,ric60,ric61,ric62,ric63,ric64,ric65,ric66,ric67,ric68,ric69,ric70,ric71,ric72,ric73,ric74,ric75,the_geom
HierarquiaUrbana_Regic2007.57,130130,1301308,AM,Codajás,16025,18711.626,50222.958,9408.394,3710.513,35091.441,27300.342,2012.61,5,Centro Local,,,Município Subordinado,0,,0,0,0,14,19.444444,6,6,3.797468,6,20,8.695652,6,1,1,96,8,0,1,0,0,0,0,0,0,1,1,197,6,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-62.0575193008395 -3.837365315028645)
HierarquiaUrbana_Regic2007.58,110008,1100080,RO,Costa Marques,13664,12722.168,63021.721,11449.29,8151.715,39324.947,23083.137,4095.769,5,Centro Local,,,Município Subordinado,0,,0,0,0,28,38.888889,5,24,15.189873,5,52,22.608696,6,1,1,14780,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,5,6,6,1,0.73185,11,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-64.22754233448588 -12.445398965316178)
HierarquiaUrbana_Regic2007.59,140005,1400050,RR,Alto Alegre,14386,25566.845,115786.307,26407.258,5139.661,82734.621,72240.062,1504.767,5,Centro Local,,,Município Subordinado,0,,0,0,0,18,25,6,8,5.063291,6,26,11.304348,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-61.29251459298331 2.979671080775298)
HierarquiaUrbana_Regic2007.60,110045,1100452,RO,Buritis,33072,3265.739,199859.963,55547.618,21824.665,112545.534,77663.945,9942.146,5,Centro Local,,,Município Subordinado,0,,6,7,0,32,44.444444,5,27,17.088608,5,59,25.652174,6,2,1,7944,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,7,0,0,0,2,f,0,,0,,0,,0,,1,f,0,,0,,0,,,POINT (-63.82953605180705 -10.212391387838474)
HierarquiaUrbana_Regic2007.61,110070,1100700,RO,Campo Novo de Rondônia,12455,3442.003,73532.88,27796.274,3185.231,40976.612,33509.831,1574.763,5,Centro Local,,,Município Subordinado,0,,0,0,0,16,22.222222,6,13,8.227848,6,29,12.608696,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,1,f,0,,0,,0,,0,,1,f,0,,0,,0,,não,POINT (-63.62753559147935 -10.571393117773596)
HierarquiaUrbana_Regic2007.62,130320,1303205,AM,Novo Airão,14630,37771.246,25983.942,4362.837,1644.383,18579.086,12762.008,1397.636,5,Centro Local,,,Município Subordinado,0,,0,0,0,12,16.666667,6,19,12.025316,5,31,13.478261,6,1,1,68,8,0,1,0,0,0,0,0,0,1,1,94,6,0,,,0,0,0,2,1.367054,11,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-60.94451247426918 -2.621359719213413)
HierarquiaUrbana_Regic2007.63,140028,1400282,RR,Iracema,5863,14119.412,46734.913,14018.952,2018.619,29567.283,23515.572,1130.059,5,Centro Local,,,Município Subordinado,0,,0,0,0,18,25,6,7,4.43038,6,25,10.869565,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,22,6,0,0,0,2,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-61.0415128593947 2.1816665962493005)
HierarquiaUrbana_Regic2007.64,110149,1101492,RO,São Francisco do Guaporé,15710,4747.002,108182.928,40171.59,8475.635,54551.632,34768.335,4984.071,5,Centro Local,,,Município Subordinado,0,,0,0,0,31,43.055556,5,25,15.822785,5,56,24.347826,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,4,2.546149,0,7,0,0,0,1,f,0,,0,,0,,0,,2,f,0,,1,f,0,,sim,POINT (-63.56953805987088 -12.06239887137115)
HierarquiaUrbana_Regic2007.65,110080,1100809,RO,Candeias do Jamari,16736,6843.866,181002.831,27723.661,92095.987,54211.085,34298.66,6972.098,5,Centro Local,,,Município Subordinado,0,,0,0,0,26,36.111111,5,21,13.291139,5,47,20.434783,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0.597514,11,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-63.70153317054167 -8.791385927337304)
HierarquiaUrbana_Regic2007.66,110040,1100403,RO,Alto Paraíso,16758,2651.818,104185.807,43193.178,6995.919,49290.381,30789.86,4706.329,5,Centro Local,,,Município Subordinado,0,,0,0,0,25,34.722222,5,19,12.025316,5,44,19.130435,6,1,1,3716,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,1.19346,11,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,1,f,0,,não,POINT (-63.32153253578657 -9.713390227104044)
HierarquiaUrbana_Regic2007.67,130170,1301704,AM,Humaitá,38559,33071.667,125326.141,23725.465,10412.515,82425.627,46399.646,8762.534,5,Centro Local,,,Centro de Zona,2,Fraco,6,6,0,29,40.277778,5,36,22.78481,5,65,28.26087,6,3,2,5648,8,1,1,0,0,0,0,0,0,6,4,446,6,0,,,0,0,0,3,0.778028,0,7,3,0,0,3,f,2,f,2,f,3,f,1,f,0,,1,f,2,f,1,f,,POINT (-63.02152785261406 -7.506381412443724)
HierarquiaUrbana_Regic2007.68,110150,1101500,RO,Seringueiras,11757,2251.266,87984.55,33705.546,6591.28,43533.566,30852.867,4154.158,5,Centro Local,,,Município Subordinado,0,,0,0,0,23,31.944444,5,17,10.759494,5,40,17.391304,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,22,6,0,0,0,1,f,0,,0,,0,,0,,0,,0,,1,f,0,,sim,POINT (-63.031534633560085 -11.798398903357672)
HierarquiaUrbana_Regic2007.69,110002,1100023,RO,Ariquemes,82388,4426.558,693338.7,82602.645,109383.111,420187.367,173972.237,81165.577,3B,Centro Subregional B,,,Município Subordinado,2,Fraco,5,6,6,65,90.277778,3,86,54.43038,4,151,65.652174,4,5,4,67097,7,1,1,0,1,1,0,0,0,6,3,1494,5,0,,,4,5,5,88,10.681167,100,6,0,0,30,8,e,5,f,5,f,6,e,6,e,0,,0,,9,e,3,f,,POINT (-63.04153134669179 -9.913391473526362)
HierarquiaUrbana_Regic2007.70,110032,1100320,RO,São Miguel do Guaporé,22622,8007.866,160408.585,61283.332,6573.299,86165.75,59514.815,6386.204,5,Centro Local,,,Município Subordinado,0,,6,7,0,22,30.555556,5,23,14.556962,5,45,19.565217,6,1,1,8083,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,5,6,6,2,0.884095,11,7,0,0,0,5,f,1,f,1,f,0,,0,,1,f,0,,1,f,1,f,,POINT (-62.684532509639865 -11.681399100639991)
HierarquiaUrbana_Regic2007.71,110140,1101401,RO,Monte Negro,12357,1931.371,94019.223,32855.418,7789.044,48950.379,32596.502,4424.382,5,Centro Local,,,Município Subordinado,0,,0,0,0,27,37.5,5,19,12.025316,5,46,20,6,1,1,4458,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,6,6,6,2,1.618516,11,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-63.29053323606419 -10.246392406260403)
HierarquiaUrbana_Regic2007.72,110100,1101005,RO,Governador Jorge Teixeira,11432,5067.381,99110.707,45465.054,5251.647,46208.518,36174.054,2185.488,5,Centro Local,,,Município Subordinado,0,,0,0,0,14,19.444444,6,8,5.063291,6,22,9.565217,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-62.737530854512066 -10.610394777861831)
HierarquiaUrbana_Regic2007.73,110110,1101104,RO,Itapuã do Oeste,7905,4081.433,54774.548,16470.974,7155.95,28209.108,18276.561,2938.516,5,Centro Local,,,Município Subordinado,0,,0,0,0,15,20.833333,6,9,5.696203,6,24,10.434783,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-63.18053099774443 -9.205388374105647)
HierarquiaUrbana_Regic2007.74,110060,1100601,RO,Cacaulândia,5553,1961.745,60252.32,37774.933,1623.751,19488.837,12695.691,1364.799,5,Centro Local,,,Município Subordinado,0,,0,0,0,12,16.666667,6,7,4.43038,6,19,8.26087,6,1,1,3665,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-62.896531262567436 -10.340393428934188)
HierarquiaUrbana_Regic2007.75,140030,1400308,RR,Mucajaí,12546,12751.255,91291.889,24774.311,6298.287,56914.07,41229.936,3305.221,5,Centro Local,,,Município Subordinado,0,,0,0,0,24,33.333333,5,14,8.860759,6,38,16.521739,6,1,1,2331,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,2,f,0,,2,f,0,,0,,0,,0,,0,,0,,não,POINT (-60.90051215029433 2.4296680732522637)
HierarquiaUrbana_Regic2007.76,110130,1101302,RO,Mirante da Serra,12086,1191.882,85124.387,31566.909,5214.181,44724.401,28761.406,3618.896,5,Centro Local,,,Município Subordinado,0,,0,0,0,24,33.333333,5,20,12.658228,5,44,19.130435,6,1,1,9513,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,5,6,6,3,2.482211,33,6,0,0,0,0,,1,f,0,,1,f,0,,0,,0,,1,f,2,f,sim,POINT (-62.675531254100676 -11.030396559514667)
HierarquiaUrbana_Regic2007.77,110034,1100346,RO,Alvorada D'Oeste,16485,3029.19,123653.035,50930.042,6652.457,61136.219,39506.701,4934.317,5,Centro Local,,,Município Subordinado,2,Fraco,0,0,0,31,43.055556,5,26,16.455696,5,57,24.782609,6,1,1,7600,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,5,6,6,0,0,11,7,0,0,0,1,f,1,f,1,f,1,f,1,f,0,,0,,1,f,1,f,sim,POINT (-62.38953036746215 -11.408398568821882)
HierarquiaUrbana_Regic2007.78,110026,1100262,RO,Rio Crespo,3174,1717.648,33018.946,20423.542,548.591,11351.483,8161.228,695.33,5,Centro Local,,,Município Subordinado,0,,0,0,0,6,8.333333,6,4,2.531646,6,10,4.347826,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-62.90053025154534 -9.705390847300295)
HierarquiaUrbana_Regic2007.79,110011,1100114,RO,Jaru,52453,2944.025,546396.283,98569.264,144379.929,248637.584,121187.48,54809.506,4A,Centro de Zona A,,,Município Subordinado,2,Fraco,6,7,8,49,68.055556,4,57,36.075949,5,106,46.086957,5,3,3,61360,7,1,1,0,0,1,0,0,0,4,2,514,6,0,,,5,6,6,22,4.194231,22,6,0,0,21,5,f,4,f,5,f,3,f,4,f,0,,0,,6,e,4,f,,POINT (-62.466529074728044 -10.439394540091202)
HierarquiaUrbana_Regic2007.80,110094,1100940,RO,Cujubim,13857,3864.071,62994.908,18020.078,10249.904,30328.729,19267.211,4396.197,5,Centro Local,,,Município Subordinado,0,,0,0,0,18,25,6,11,6.962025,6,29,12.608696,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-62.58552800750424 -9.363389910590337)
HierarquiaUrbana_Regic2007.81,130010,1300102,AM,Anori,13834,5795.283,32303.737,4801.835,2389.754,23922.923,18556.717,1189.225,5,Centro Local,,,Município Subordinado,0,,0,0,0,11,15.277778,6,6,3.797468,6,17,7.391304,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,101,6,0,,,0,0,0,1,0.722857,0,7,0,0,0,3,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-61.64451697844923 -3.773365247661508)
HierarquiaUrbana_Regic2007.82,130063,1300631,AM,Beruri,13809,17251.235,35429.493,7239.833,2425.262,24477.053,20069.748,1287.345,5,Centro Local,,,Município Subordinado,0,,0,0,0,10,13.888889,6,5,3.164557,6,15,6.521739,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,6,0,,,0,0,0,0,0,11,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-61.37351554037081 -3.898366036435847)
HierarquiaUrbana_Regic2007.83,130270,1302702,AM,Manicoré,44327,48282.478,207857.68,107255.952,7091.684,79076.453,54425.744,14433.591,5,Centro Local,,,Município Subordinado,0,,0,0,0,31,43.055556,5,26,16.455696,5,57,24.782609,6,2,2,3773,8,1,1,0,0,0,0,0,0,4,2,373,6,0,,,5,6,6,2,0.451192,11,6,3,0,0,2,f,1,f,2,f,1,f,1,f,0,,1,f,0,,0,,sim,POINT (-61.300516582157094 -5.809375474307459)
HierarquiaUrbana_Regic2007.84,140020,1400209,RR,Caracaraí,17981,47410.891,100884.887,9118.963,5495.867,83284.938,66955.96,2985.119,5,Centro Local,,,Município Subordinado,2,Fraco,0,0,0,28,38.888889,5,27,17.088608,5,55,23.913043,6,2,1,5455,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,22,6,0,0,0,6,e,0,,4,f,0,,0,,0,,0,,0,,0,,não,POINT (-61.12851323706857 1.8156644824470474)
HierarquiaUrbana_Regic2007.85,110001,1100015,RO,Alta Floresta D'Oeste,23857,7066.702,186812.079,71928.954,10620.722,95953.615,58428.764,8308.788,5,Centro Local,,,Município Subordinado,2,Fraco,0,0,0,37,51.388889,4,35,22.151899,5,72,31.304348,5,2,2,30192,8,1,1,0,0,0,0,0,0,0,0,0,0,0,,,5,6,6,4,1.676657,22,6,0,0,0,3,f,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-61.99652916301042 -11.929401359152273)
HierarquiaUrbana_Regic2007.86,130083,1300839,AM,Caapiranga,10547,9456.578,32209.788,9414.61,1829.632,19502.039,15822.645,1463.507,5,Centro Local,,,Município Subordinado,0,,0,0,0,1,1.388889,6,4,2.531646,6,5,2.173913,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,99,6,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-61.209514297655936 -3.3283632466986317)
HierarquiaUrbana_Regic2007.87,110143,1101435,RO,Nova União,7750,807.179,54848.403,25820.025,2870.765,24765.669,19322.902,1391.944,5,Centro Local,,,Município Subordinado,0,,0,0,0,18,25,6,6,3.797468,6,24,10.434783,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,22,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-62.56153040343349 -10.904396256503366)
HierarquiaUrbana_Regic2007.88,110160,1101609,RO,Theobroma,9952,2197.415,86790.004,45032.397,2921.562,36924.771,28517.018,1911.274,5,Centro Local,,,Município Subordinado,0,,0,0,0,9,12.5,6,7,4.43038,6,16,6.956522,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,22,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,1,f,sim,POINT (-62.355528136487195 -10.2443939239321)
HierarquiaUrbana_Regic2007.89,110170,1101708,RO,Urupá,13381,831.865,96012.287,38252.044,5062.344,48893.162,34272.822,3804.737,5,Centro Local,,,Município Subordinado,0,,0,0,0,28,38.888889,5,20,12.658228,5,48,20.869565,6,1,1,6641,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,1.494657,0,0,0,0,0,1,f,2,f,0,,1,f,0,,0,,0,,2,f,1,f,não,POINT (-62.376529777305784 -11.125397464245966)
HierarquiaUrbana_Regic2007.90,110013,1100130,RO,Machadinho D'Oeste,31475,8509.274,197646.072,67065.535,20486.778,98013.475,59288.144,12080.284,5,Centro Local,,,Município Subordinado,0,,6,7,0,28,38.888889,5,29,18.35443,5,57,24.782609,6,1,1,13804,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,5,6,6,2,0.635425,22,6,0,0,0,3,f,2,f,0,,2,f,0,,0,,0,,1,f,0,,,POINT (-61.981524793817364 -9.44439115285861)
HierarquiaUrbana_Regic2007.91,110015,1100155,RO,Ouro Preto do Oeste,36040,1970.151,304500.537,79012.996,28509.415,170119.702,84263.843,26858.424,4B,Centro de Zona B,,,Município Subordinado,2,Fraco,6,7,0,47,65.277778,4,61,38.607595,5,108,46.956522,5,3,3,37273,7,1,1,0,0,1,0,0,0,0,0,0,0,0,,,4,6,6,21,5.826859,11,7,0,0,23,6,e,4,f,3,f,5,f,5,f,0,,0,,5,f,4,f,,POINT (-62.248528343557396 -10.716396033351417)
HierarquiaUrbana_Regic2007.92,110155,1101559,RO,Teixeirópolis,4919,459.954,40774.825,21621.233,1325.727,16809.288,12491.415,1018.577,5,Centro Local,,,Município Subordinado,0,,0,0,0,11,15.277778,6,8,5.063291,6,19,8.26087,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-62.2495287022824 -10.918396851813728)
HierarquiaUrbana_Regic2007.93,110175,1101757,RO,Vale do Anari,8751,3135.141,71421.953,38895.325,1949.244,29031.935,21134.807,1545.449,5,Centro Local,,,Município Subordinado,0,,0,0,0,16,22.222222,6,4,2.531646,6,20,8.695652,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-62.18652658260319 -9.863392612052946)
HierarquiaUrbana_Regic2007.94,110014,1100148,RO,Nova Brasilândia D'Oeste,17170,1155.353,115284.258,39872.275,5289.415,62803.304,38296.486,7319.264,5,Centro Local,,,Município Subordinado,0,,0,0,0,26,36.111111,5,19,12.025316,5,45,19.565217,6,1,1,8750,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,5,6,6,3,1.747234,11,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-62.33153064233949 -11.72539992793975)
HierarquiaUrbana_Regic2007.95,110037,1100379,RO,Alto Alegre dos Parecis,11615,3958.586,90225.947,39892.671,3756.357,43481.817,29660.327,3095.102,5,Centro Local,,,Município Subordinado,0,,0,0,0,23,31.944444,5,7,4.43038,6,30,13.043478,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,2,f,0,,0,,0,,0,,0,,0,,1,f,1,f,sim,POINT (-61.85152873621946 -12.128402421922837)
HierarquiaUrbana_Regic2007.96,110180,1101807,RO,Vale do Paraíso,8742,965.377,73353.446,39046.549,2477.57,30124.188,21569.899,1705.139,5,Centro Local,,,Município Subordinado,0,,0,0,0,18,25,6,13,8.227848,6,31,13.478261,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-62.134527253410134 -10.44939512997498)
HierarquiaUrbana_Regic2007.97,130008,1300086,AM,Anamã,8152,2453.934,19224.876,3162.237,1324.811,13992.146,11154.148,745.682,5,Centro Local,,,Município Subordinado,0,,0,0,0,4,5.555556,6,3,1.898734,6,7,3.043478,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,6,0,,,0,0,0,0,0,0,0,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-61.404515528443575 -3.580364418650489)
HierarquiaUrbana_Regic2007.98,110050,1100502,RO,Novo Horizonte do Oeste,9648,843.446,85563.896,36969.01,2186.267,42461.103,25428.315,3947.516,5,Centro Local,,,Município Subordinado,0,,0,0,0,18,25,6,11,6.962025,6,29,12.608696,6,1,1,10007,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1.036484,11,7,0,0,0,1,f,0,,1,f,0,,1,f,0,,0,,0,,0,,sim,POINT (-62.000528765018714 -11.710400480854801)
HierarquiaUrbana_Regic2007.99,110025,1100254,RO,Presidente Médici,22197,1758.461,160247.339,53061.329,9049.656,86928.159,50726.628,11208.195,5,Centro Local,,,Município Subordinado,2,Fraco,6,7,7,39,54.166667,4,29,18.35443,5,68,29.565217,6,2,2,12458,8,1,1,0,0,0,0,0,0,0,0,0,0,0,,,5,6,6,16,7.208181,22,6,0,0,0,6,e,2,f,0,,0,,0,,1,f,0,,1,f,2,f,,POINT (-61.90152721973588 -11.176398506911026)
HierarquiaUrbana_Regic2007.100,110012,1100122,RO,Ji-Paraná,107679,6896.782,1012122.227,76593.646,184484.332,600820.743,225279.942,150223.506,3A,Centro Subregional A,,,Município Subordinado,5,Forte para médio,4,5,5,63,87.5,3,88,55.696203,4,151,65.652174,4,6,5,85175,6,1,1,1,1,1,0,0,0,17,5,4536,5,0,,,3,5,5,145,13.46595,100,3,4,0,102,10,e,11,d,16,d,13,e,11,e,17,d,24,e,12,e,9,e,,POINT (-61.944526937325186 -10.882397230212726)
HierarquiaUrbana_Regic2007.101,110090,1100908,RO,Castanheiras,3624,892.839,43518.867,28425.563,577.792,13765.842,9784.822,749.67,5,Centro Local,,,Município Subordinado,0,,0,0,0,7,9.722222,6,3,1.898734,6,10,4.347826,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-61.95052795403305 -11.427399436795033)
HierarquiaUrbana_Regic2007.102,110146,1101468,RO,Pimenteiras do Oeste,2358,6014.726,37162.701,24820.015,701.727,10845.429,7040.784,795.53,5,Centro Local,,,Município Subordinado,0,,0,0,0,6,8.333333,6,3,1.898734,6,9,3.913043,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-61.047526953986925 -13.483409371946175)
HierarquiaUrbana_Regic2007.103,140047,1400472,RR,Rorainópolis,24466,33593.892,131479.096,20162.758,9559.205,98368.029,82255.15,3389.104,5,Centro Local,,,Município Subordinado,0,,0,0,0,23,31.944444,5,10,6.329114,6,33,14.347826,6,1,1,2101,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,6,0,0,0,6,e,1,f,3,f,0,,0,,0,,0,,0,,0,,não,POINT (-60.41850901236138 0.9456596903475212)
HierarquiaUrbana_Regic2007.104,110028,1100288,RO,Rolim de Moura,48894,1457.885,397065.591,48557.045,88619.204,215268.434,102076.703,44620.908,4A,Centro de Zona A,,,Município Subordinado,3,Médio para fraco,6,7,7,54,75,4,63,39.873418,5,117,50.869565,4,3,2,36060,8,1,1,0,0,0,0,0,0,7,4,1469,5,0,,,4,6,6,48,9.817155,0,7,0,0,55,11,e,10,e,9,e,11,e,9,e,5,f,0,,10,e,10,e,,POINT (-61.7785275594901 -11.733400982150973)
HierarquiaUrbana_Regic2007.105,110029,1100296,RO,Santa Luzia D'Oeste,9264,1197.781,77530.8,34480.286,5627.96,34209.625,22969.524,3212.929,5,Centro Local,,,Município Subordinado,0,,0,0,0,24,33.333333,5,22,13.924051,5,46,20,6,1,1,7055,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,7,0,0,0,2,f,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-61.77952788869075 -11.902401658880615)
HierarquiaUrbana_Regic2007.106,110005,1100056,RO,Cerejeiras,16290,2783.305,145888.625,39723.769,7973.552,84866.193,35571.211,13325.111,4B,Centro de Zona B,,,Município Subordinado,2,Fraco,6,0,7,43,59.722222,4,29,18.35443,5,72,31.304348,5,2,2,31191,8,1,1,0,0,0,0,0,0,0,0,0,0,0,,,6,6,6,7,4.297115,22,6,0,0,6,1,f,2,f,2,f,0,,1,f,0,,0,,1,f,1,f,,POINT (-60.812524951265445 -13.189408696509272)
HierarquiaUrbana_Regic2007.107,110004,1100049,RO,Cacoal,76155,3792.638,753183.539,93626.937,180441.444,400333.066,160307.652,78782.092,3B,Centro Subregional B,,,Município Subordinado,5,Forte para médio,5,6,6,63,87.5,3,80,50.632911,4,143,62.173913,4,5,4,77916,7,1,1,0,1,1,0,0,0,10,5,1879,5,0,,,4,5,5,130,17.070448,100,3,0,0,79,6,e,16,d,17,d,15,e,15,e,10,e,0,,16,e,12,e,,POINT (-61.44852513634733 -11.438400383484945)
HierarquiaUrbana_Regic2007.108,130330,1303304,AM,Novo Aripuanã,18196,41191.345,59919.542,17281.515,4320.771,35529.224,27993.795,2788.032,5,Centro Local,,,Município Subordinado,0,,0,0,0,13,18.055556,6,10,6.329114,6,23,10,6,1,1,73,8,0,1,0,0,0,0,0,0,1,1,89,6,0,,,0,0,0,0,0,11,7,0,0,0,2,f,0,,0,,2,f,0,,0,,0,,1,f,0,,sim,POINT (-60.380510749732174 -5.121372879248981)
HierarquiaUrbana_Regic2007.109,110120,1101203,RO,Ministro Andreazza,10343,798.065,68088.448,27622.016,2391.153,35102.155,23472.652,2973.124,5,Centro Local,,,Município Subordinado,0,,0,0,0,21,29.166667,5,15,9.493671,6,36,15.652174,6,1,1,2163,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,1,f,0,,não,POINT (-61.51752508762426 -11.196399263800796)
HierarquiaUrbana_Regic2007.110,510325,5103254,MT,Colniza,27882,27947.646,120162.342,50965.126,17817.599,44159.695,20616.513,7219.922,5,Centro Local,,,Município Subordinado,0,,0,0,0,24,33.333333,5,19,12.025316,5,43,18.695652,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,6,0,0,0,2,f,0,,0,,0,,0,,0,,0,,2,f,0,,sim,POINT (-59.22950887619272 -9.4563952547351)
HierarquiaUrbana_Regic2007.111,110145,1101450,RO,Parecis,4583,2548.691,32086.158,18790.497,809.913,11493.567,7836.526,992.181,5,Centro Local,,,Município Subordinado,0,,0,0,0,14,19.444444,6,8,5.063291,6,22,9.565217,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-61.60352742398584 -12.175403082743623)
HierarquiaUrbana_Regic2007.112,140045,1400456,RR,Pacaraima,8640,8028.428,60608.416,18343.351,2298.899,37236.998,26314.703,2729.168,5,Centro Local,,,Município Subordinado,0,,0,0,0,22,30.555556,5,9,5.696203,6,31,13.478261,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,6,0,0,0,1,f,5,f,2,f,1,f,0,,0,,0,,1,f,1,f,não,POINT (-61.14651460967581 4.43067966045978)
