no_cidade,nome_da_nidade,gid,valor,taxa
"Santa Luzia D'Oeste","Santa Luzia D'Oeste","6838","2","2"
"Itaúna","Itaúna","10594","0","0"
"Mangaratiba","Mangaratiba","8218","1","1"
"Água Branca","Água Branca","6595","2","2"
"Santo Antônio do Retiro","Santo Antônio do Retiro","10915","0","0"
"Paes Landim","Paes Landim","7036","2","2"
"Mineiros do Tietê","Mineiros do Tietê","8606","1","1"
"Itororó","Itororó","7963","0","0"
"Buriti dos Montes","Buriti dos Montes","6929","3","3"
"Westfalia","Westfalia","9767","0","0"
"Ijuí","Ijuí","9473","3","3"
"Tubarão","Tubarão","6409","7","7"
"Solonópole","Solonópole","7283","2","2"
"Branquinha","Branquinha","10043","3","3"
"Bernardo do Mearim","Bernardo do Mearim","9086","3","3"
"Baraúna","Baraúna","6616","1","1"
"Alegre","Alegre","11068","2","2"
"Carnaubeira da Penha","Carnaubeira da Penha","9890","1","1"
"Maringá","Maringá","5942","9","9"
"Oliveira dos Brejinhos","Oliveira dos Brejinhos","8046","2","2"
"Pracinha","Pracinha","8728","0","0"
"Campo Novo de Rondônia","Campo Novo de Rondônia","6848","3","3"
"Itapitanga","Itapitanga","7957","1","1"
"Abaiara","Abaiara","7116","2","2"
"São Miguel do Anta","São Miguel do Anta","10960","1","1"
"Dom Pedrito","Dom Pedrito","9408","0","0"
"Buriti Alegre","Buriti Alegre","7479","2","2"
"Aldeias Altas","Aldeias Altas","9059","2","2"
"Conquista","Conquista","10412","1","1"
"Imaculada","Imaculada","6682","2","2"
"Rinópolis","Rinópolis","8762","0","0"
"Taperoá","Taperoá","8147","0","0"
"Cacequi","Cacequi","9331","1","1"
"Cachoeirinha","Cachoeirinha","9333","2","2"
"Ivoti","Ivoti","9489","1","1"
"Carnaubais","Carnaubais","6455","0","0"
"Erval Velho","Erval Velho","6217","0","0"
"Goioerê","Goioerê","5858","3","3"
"São João Nepomuceno","São João Nepomuceno","10948","0","0"
"Chã Grande","Chã Grande","9897","0","0"
"Correntes","Correntes","9899","2","2"
"Nova Cantu","Nova Cantu","5964","0","0"
"Lagoa Santa","Lagoa Santa","7573","0","0"
"Bom Jesus da Serra","Bom Jesus da Serra","7810","1","1"
"Joaçaba","Joaçaba","6268","4","4"
"Guaraíta","Guaraíta","7541","0","0"
"Jurema","Jurema","9943","5","5"
"Araças","Araças","7786","1","1"
"Timburi","Timburi","8880","0","0"
"Milagres","Milagres","8018","1","1"
"Boa Ventura","Boa Ventura","6624","1","1"
"Ourém","Ourém","5658","5","5"
"São Sebastião da Boa Vista","São Sebastião da Boa Vista","5700","7","7"
"Crato","Crato","7166","5","5"
"Salitre","Salitre","7272","3","3"
"Santo Antônio do Paraíso","Santo Antônio do Paraíso","6069","1","1"
"Bataguassu","Bataguassu","9780","2","2"
"Santa Isabel do Ivaí","Santa Isabel do Ivaí","6058","1","1"
"Nova Araçá","Nova Araçá","9543","0","0"
"Santa Maria do Cambucá","Santa Maria do Cambucá","9993","0","0"
"Rio Paranaíba","Rio Paranaíba","10857","1","1"
"Cáceres","Cáceres","7319","2","2"
"Betânia do Piauí","Betânia do Piauí","6919","0","0"
"Curaçá","Curaçá","7879","6","6"
"Senador José Bento","Senador José Bento","10986","0","0"
"São José do Povo","São José do Povo","7408","1","1"
"Paulista","Paulista","6731","0","0"
"Carvalhópolis","Carvalhópolis","10371","0","0"
"Morros","Morros","9177","6","6"
"Barreirinha","Barreirinha","10143","6","6"
"Nova Ponte","Nova Ponte","10733","1","1"
"Silveira Martins","Silveira Martins","9705","1","1"
"Vista Serrana","Vista Serrana","6669","0","0"
"São José da Safira","São José da Safira","10952","0","0"
"Porto Barreiro","Porto Barreiro","6012","0","0"
"Taquarana","Taquarana","10130","2","2"
"Vinhedo","Vinhedo","8907","0","0"
"Ipê","Ipê","9479","0","0"
"Colatina","Colatina","11083","12","12"
"David Canabarro","David Canabarro","9399","0","0"
"Bom Jesus do Tocantins","Bom Jesus do Tocantins","8940","1","1"
"Vitória do Mearim","Vitória do Mearim","9269","1","1"
"Belém de Maria","Belém de Maria","9864","3","3"
"Itabirinha","Itabirinha","10573","1","1"
"Matões","Matões","9169","4","4"
"Ascurra","Ascurra","6155","0","0"
"Capão do Leão","Capão do Leão","9356","2","2"
"Monte Belo do Sul","Monte Belo do Sul","9529","0","0"
"São Félix do Piauí","São Félix do Piauí","7076","1","1"
"Várzea Nova","Várzea Nova","8170","1","1"
"Arvorezinha","Arvorezinha","9298","1","1"
"Lagoa do Ouro","Lagoa do Ouro","9946","1","1"
"Ponte Alta","Ponte Alta","6333","0","0"
"Japoatã","Japoatã","7718","1","1"
"Nova Granada","Nova Granada","8643","1","1"
"Carazinho","Carazinho","9360","5","5"
"Riversul","Riversul","8759","0","0"
"Casca","Casca","9364","1","1"
"Palmeira das Missões","Palmeira das Missões","9566","1","1"
"Uruçuí","Uruçuí","7109","3","3"
"Joaquim Gomes","Joaquim Gomes","10074","1","1"
"Triunfo","Triunfo","9734","0","0"
"Mirante da Serra","Mirante da Serra","6856","0","0"
"São Sebastião do Alto","São Sebastião do Alto","8257","1","1"
"Dom Basílio","Dom Basílio","7882","3","3"
"Areado","Areado","10258","0","0"
"Itajubá","Itajubá","10579","2","2"
"Sampaio","Sampaio","9028","1","1"
"Chapecó","Chapecó","6199","8","8"
"Pedra do Anta","Pedra do Anta","10781","0","0"
"Nazaré do Piauí","Nazaré do Piauí","7027","0","0"
"Santo Estêvão","Santo Estêvão","8112","1","1"
"Silveirânia","Silveirânia","11002","0","0"
"Glicério","Glicério","8466","0","0"
"Presidente Castello Branco","Presidente Castello Branco","6340","0","0"
"Bom Princípio","Bom Princípio","9321","2","2"
"Vitorino Freire","Vitorino Freire","9270","2","2"
"São Tomé","São Tomé","6568","2","2"
"Virgínia","Virgínia","11059","0","0"
"Condor","Condor","9384","2","2"
"Ubiretama","Ubiretama","9742","0","0"
"São Luís","São Luís","9240","6","6"
"Bocaina","Bocaina","6921","3","3"
"Mariápolis","Mariápolis","8596","2","2"
"Britânia","Britânia","7478","1","1"
"Salgadinho","Salgadinho","9984","1","1"
"São Raimundo do Doca Bezerra","São Raimundo do Doca Bezerra","9246","3","3"
"São José do Norte","São José do Norte","9666","2","2"
"Paulistânia","Paulistânia","8682","0","0"
"Luziânia","Luziânia","7575","18","18"
"Fagundes","Fagundes","6675","3","3"
"Cacique Doble","Cacique Doble","9334","1","1"
"Colméia","Colméia","9012","0","0"
"Álvares Florence","Álvares Florence","8285","0","0"
"Cedro","Cedro","9895","0","0"
"Brejo dos Santos","Brejo dos Santos","6633","0","0"
"Picos","Picos","7051","16","16"
"Jaboticabal","Jaboticabal","8547","2","2"
"Camboriú","Camboriú","6184","7","7"
"Macatuba","Macatuba","8586","0","0"
"Cristal","Cristal","9394","1","1"
"Bandeirantes","Bandeirantes","9779","2","2"
"Ouro Verde","Ouro Verde","6310","0","0"
"Pedra Mole","Pedra Mole","7735","1","1"
"Passagem Franca do Piauí","Passagem Franca do Piauí","7043","1","1"
"Croatá","Croatá","7167","3","3"
"Hugo Napoleão","Hugo Napoleão","6984","2","2"
"Massapê","Massapê","7223","3","3"
"Califórnia","Califórnia","5783","1","1"
"Alto Alegre do Pindaré","Alto Alegre do Pindaré","9062","3","3"
"Presidente Médici","Presidente Médici","9206","1","1"
"Abre Campo","Abre Campo","10214","1","1"
"Antônio João","Antônio João","9775","1","1"
"Upanema","Upanema","6589","4","4"
"Vargem Bonita","Vargem Bonita","11043","0","0"
"Quatro Irmãos","Quatro Irmãos","9608","0","0"
"Luís Eduardo Magalhães","Luís Eduardo Magalhães","7996","14","14"
"Flores da Cunha","Flores da Cunha","9439","1","1"
"Gongogi","Gongogi","7901","0","0"
"São Francisco de Itabapoana","São Francisco de Itabapoana","8249","10","10"
"Olímpio Noronha","Olímpio Noronha","10742","0","0"
"Ribas do Rio Pardo","Ribas do Rio Pardo","9832","1","1"
"Cairu","Cairu","7829","1","1"
"Bequimão","Bequimão","9085","1","1"
"Elói Mendes","Elói Mendes","10475","1","1"
"Monsenhor Paulo","Monsenhor Paulo","10703","1","1"
"Cardoso Moreira","Cardoso Moreira","8197","1","1"
"Quevedos","Quevedos","9609","0","0"
"Icatu","Icatu","9141","2","2"
"Augusto Corrêa","Augusto Corrêa","5585","10","10"
"Aguiarnópolis","Aguiarnópolis","8917","1","1"
"Gurjão","Gurjão","6680","1","1"
"Garanhuns","Garanhuns","9914","6","6"
"Anhembi","Anhembi","8296","1","1"
"Santa Cruz do Piauí","Santa Cruz do Piauí","7066","0","0"
"Dezesseis de Novembro","Dezesseis de Novembro","9401","1","1"
"Sinimbu","Sinimbu","9706","1","1"
"Novo São Joaquim","Novo São Joaquim","7383","1","1"
"Dom Feliciano","Dom Feliciano","9406","1","1"
"Nazário","Nazário","7596","0","0"
"Marcelino Vieira","Marcelino Vieira","6508","0","0"
"Encanto","Encanto","6464","1","1"
"Alto Araguaia","Alto Araguaia","7303","2","2"
"São José do Seridó","São José do Seridó","6562","1","1"
"Cabaceiras do Paraguaçu","Cabaceiras do Paraguaçu","7822","0","0"
"Avaí","Avaí","8320","1","1"
"São José do Herval","São José do Herval","9663","0","0"
"Miracema","Miracema","8223","4","4"
"Mari","Mari","6708","1","1"
"Juruaia","Juruaia","10633","1","1"
"Carauari","Carauari","10151","3","3"
"Arcoverde","Arcoverde","9861","3","3"
"Lavras do Sul","Lavras do Sul","9505","0","0"
"Messias Targino","Messias Targino","6511","2","2"
"Atalanta","Atalanta","6156","0","0"
"Paraibuna","Paraibuna","8671","0","0"
"Pureza","Pureza","6541","1","1"
"Serraria","Serraria","6799","1","1"
"São Paulo","São Paulo","8833","52","52"
"Alta Floresta D'Oeste","Alta Floresta D'Oeste","6818","3","3"
"Indiana","Indiana","8507","0","0"
"Nova Palma","Nova Palma","9551","2","2"
"Salgado","Salgado","7747","1","1"
"Cambuí","Cambuí","10326","2","2"
"Manari","Manari","9953","5","5"
"Caldeirão Grande","Caldeirão Grande","7830","0","0"
"Cássia","Cássia","10375","0","0"
"São José do Mantimento","São José do Mantimento","10958","0","0"
"Itarema","Itarema","7205","1","1"
"Nova Palmeira","Nova Palmeira","6724","2","2"
"Águas de Chapecó","Águas de Chapecó","6138","0","0"
"Alto Bela Vista","Alto Bela Vista","6142","0","0"
"Marzagão","Marzagão","7579","0","0"
"Marilândia","Marilândia","11111","2","2"
"Santana do Acaraú","Santana do Acaraú","7273","2","2"
"Buritirana","Buritirana","9096","2","2"
"Barra de Guabiraba","Barra de Guabiraba","9862","0","0"
"Guia Lopes da Laguna","Guia Lopes da Laguna","9805","4","4"
"Manaus","Manaus","10172","51","51"
"Rio dos Bois","Rio dos Bois","9026","1","1"
"Frei Inocêncio","Frei Inocêncio","10511","1","1"
"Inajá","Inajá","9924","2","2"
"Santa Juliana","Santa Juliana","10885","0","0"
"Álvaro de Carvalho","Álvaro de Carvalho","8287","1","1"
"Faxinal do Soturno","Faxinal do Soturno","9435","1","1"
"Trabiju","Trabiju","8883","1","1"
"Ilha das Flores","Ilha das Flores","7711","2","2"
"Bom Retiro do Sul","Bom Retiro do Sul","9323","0","0"
"Cascavel","Cascavel","7156","1","1"
"Uru","Uru","8897","0","0"
"Itaporanga d'Ajuda","Itaporanga d'Ajuda","7716","3","3"
"Caiçara do Rio do Vento","Caiçara do Rio do Vento","6449","0","0"
"Minas do Leão","Minas do Leão","9525","0","0"
"Pirapemas","Pirapemas","9200","1","1"
"Cícero Dantas","Cícero Dantas","7858","7","7"
"Morro Reuter","Morro Reuter","9534","0","0"
"Herval d'Oeste","Herval d'Oeste","6237","4","4"
"Iapu","Iapu","10543","1","1"
"Poço Dantas","Poço Dantas","6743","3","3"
"Tapes","Tapes","9712","0","0"
"Cândido Mota","Cândido Mota","8385","1","1"
"Ilhéus","Ilhéus","7925","9","9"
"Itajaí","Itajaí","6258","3","3"
"Muquém de São Francisco","Muquém de São Francisco","8030","3","3"
"Salto da Divisa","Salto da Divisa","10874","1","1"
"Itanhaém","Itanhaém","8523","3","3"
"Taipas do Tocantins","Taipas do Tocantins","9046","0","0"
"Mãe do Rio","Mãe do Rio","5637","3","3"
"Santa Cruz do Sul","Santa Cruz do Sul","9635","7","7"
"Resplendor","Resplendor","10844","1","1"
"São Gonçalo","São Gonçalo","8251","29","29"
"Jardim Olinda","Jardim Olinda","5908","1","1"
"Santa Luzia do Pará","Santa Luzia do Pará","5683","5","5"
"Pastos Bons","Pastos Bons","9189","2","2"
"Ibatiba","Ibatiba","11094","2","2"
"Moraújo","Moraújo","7233","2","2"
"Monte Azul Paulista","Monte Azul Paulista","8623","2","2"
"Ferreira Gomes","Ferreira Gomes","5723","2","2"
"Taubaté","Taubaté","8875","1","1"
"Piên","Piên","5997","0","0"
"Alvorada do Norte","Alvorada do Norte","7452","3","3"
"Tupãssi","Tupãssi","6117","0","0"
"São Miguel do Guaporé","São Miguel do Guaporé","6840","1","1"
"Santa Branca","Santa Branca","8785","0","0"
"Viana","Viana","9267","0","0"
"Pedra Branca","Pedra Branca","6732","2","2"
"Água Fria","Água Fria","7766","3","3"
"Morrinhos","Morrinhos","7234","3","3"
"Boa Esperança","Boa Esperança","5769","0","0"
"Céu Azul","Céu Azul","5807","1","1"
"Formosa","Formosa","7528","5","5"
"Rio Grande do Piauí","Rio Grande do Piauí","7065","3","3"
"Presidente Juscelino","Presidente Juscelino","10832","1","1"
"Almenara","Almenara","10229","3","3"
"Lagoa de Dentro","Lagoa de Dentro","6697","2","2"
"Itatira","Itatira","7206","3","3"
"Girau do Ponciano","Girau do Ponciano","10064","6","6"
"Tejuçuoca","Tejuçuoca","7288","4","4"
"Lagoa de Itaenga","Lagoa de Itaenga","9945","2","2"
"São Francisco do Pará","São Francisco do Pará","5694","1","1"
"Cerro Corá","Cerro Corá","6457","1","1"
"Sede Nova","Sede Nova","9694","1","1"
"Queimadas","Queimadas","6749","6","6"
"Aperibé","Aperibé","8180","3","3"
"Maracanã","Maracanã","5640","0","0"
"Jacuí","Jacuí","10604","1","1"
"Lindolfo Collor","Lindolfo Collor","9507","0","0"
"Balneário Rincão","Balneário Rincão","6427","0","0"
"Candiota","Candiota","9348","1","1"
"São Julião","São Julião","7090","2","2"
"Chuvisca","Chuvisca","9379","0","0"
"Acaiaca","Acaiaca","10215","1","1"
"Ribeirão Vermelho","Ribeirão Vermelho","10849","0","0"
"Aratuípe","Aratuípe","7790","0","0"
"Espírito Santo do Pinhal","Espírito Santo do Pinhal","8442","1","1"
"Palestina","Palestina","10098","1","1"
"Monte Alegre de Sergipe","Monte Alegre de Sergipe","7726","0","0"
"Senhora do Porto","Senhora do Porto","10989","0","0"
"Caridade","Caridade","7151","2","2"
"Betânia","Betânia","9867","2","2"
"Belmonte","Belmonte","7804","2","2"
"Engenheiro Navarro","Engenheiro Navarro","10477","0","0"
"Registro","Registro","8748","4","4"
"Anicuns","Anicuns","7458","4","4"
"Tanguá","Tanguá","8263","7","7"
"Nova Aliança do Ivaí","Nova Aliança do Ivaí","5961","0","0"
"Santa Helena de Minas","Santa Helena de Minas","10884","0","0"
"Palmital","Palmital","8668","1","1"
"Itaberaba","Itaberaba","7937","4","4"
"Ribeiro Gonçalves","Ribeiro Gonçalves","7064","0","0"
"Riacho de Santana","Riacho de Santana","6545","1","1"
"Maricá","Maricá","8219","12","12"
"Guatapará","Guatapará","8484","1","1"
"Corumbaíba","Corumbaíba","7510","1","1"
"Dom Joaquim","Dom Joaquim","10464","0","0"
"Acrelândia","Acrelândia","6870","3","3"
"Angatuba","Angatuba","8295","2","2"
"Senhora de Oliveira","Senhora de Oliveira","10988","0","0"
"Seara","Seara","6392","1","1"
"Três de Maio","Três de Maio","9729","3","3"
"Japurá","Japurá","10166","1","1"
"Jesúpolis","Jesúpolis","7570","1","1"
"Pouso Novo","Pouso Novo","9602","1","1"
"Baliza","Baliza","7470","2","2"
"Floresta do Araguaia","Floresta do Araguaia","5622","6","6"
"Marizópolis","Marizópolis","6709","2","2"
"Dirce Reis","Dirce Reis","8424","0","0"
"Nossa Senhora da Glória","Nossa Senhora da Glória","7730","3","3"
"Marcolândia","Marcolândia","7014","1","1"
"Barro","Barro","7140","4","4"
"Forquilhinha","Forquilhinha","6222","2","2"
"Triunfo","Triunfo","6812","2","2"
"Baturité","Baturité","7142","3","3"
"Jacareí","Jacareí","8548","8","8"
"Mutuípe","Mutuípe","8032","0","0"
"Desterro","Desterro","6668","3","3"
"Rio do Antônio","Rio do Antônio","8091","1","1"
"Caçapava","Caçapava","8367","2","2"
"Rondon","Rondon","6046","0","0"
"Jaci","Jaci","8549","0","0"
"Presidente Lucena","Presidente Lucena","9603","1","1"
"Rio Piracicaba","Rio Piracicaba","10859","1","1"
"Ipuiúna","Ipuiúna","10570","0","0"
"Santo Antônio de Lisboa","Santo Antônio de Lisboa","7072","1","1"
"Belém","Belém","6621","1","1"
"Vila Pavão","Vila Pavão","11139","1","1"
"Bituruna","Bituruna","5768","0","0"
"Aparecida","Aparecida","8298","2","2"
"Tiradentes","Tiradentes","11018","1","1"
"Itapuã do Oeste","Itapuã do Oeste","6854","2","2"
"Duas Estradas","Duas Estradas","6672","1","1"
"Delmiro Gouveia","Delmiro Gouveia","10058","1","1"
"Seringueiras","Seringueiras","6864","0","0"
"Fartura","Fartura","8447","1","1"
"Munhoz de Melo","Munhoz de Melo","5959","0","0"
"São João do Manteninha","São João do Manteninha","10943","0","0"
"Águas Lindas de Goiás","Águas Lindas de Goiás","7447","9","9"
"Valente","Valente","8167","2","2"
"Alcântara","Alcântara","9058","1","1"
"Afrânio","Afrânio","9850","3","3"
"São Mamede","São Mamede","6789","1","1"
"Santa Cruz da Vitória","Santa Cruz da Vitória","8101","0","0"
"Jacutinga","Jacutinga","9492","1","1"
"Paraí","Paraí","9570","0","0"
"Araçaí","Araçaí","10246","0","0"
"Parnarama","Parnarama","9187","4","4"
"Guarani","Guarani","10534","1","1"
"Caldas","Caldas","10323","3","3"
"Guaraçaí","Guaraçaí","8473","1","1"
"Iepê","Iepê","8498","2","2"
"Trairi","Trairi","7290","3","3"
"Oliveira","Oliveira","10743","1","1"
"Umarizal","Umarizal","6588","3","3"
"Wenceslau Braz","Wenceslau Braz","6124","2","2"
"Aripuanã","Aripuanã","7313","0","0"
"Tanque d'Arca","Tanque d'Arca","10129","1","1"
"Barra de São Miguel","Barra de São Miguel","10038","1","1"
"Italva","Italva","8209","1","1"
"Poço Verde","Poço Verde","7740","2","2"
"Ritápolis","Ritápolis","10863","1","1"
"Japaraíba","Japaraíba","10611","0","0"
"Dilermando de Aguiar","Dilermando de Aguiar","9402","1","1"
"Novo Oriente","Novo Oriente","7239","5","5"
"Canarana","Canarana","7837","4","4"
"Vargem Grande do Sul","Vargem Grande do Sul","8903","3","3"
"Centralina","Centralina","10385","0","0"
"Monsenhor Hipólito","Monsenhor Hipólito","7022","2","2"
"Bela Vista do Toldo","Bela Vista do Toldo","6165","1","1"
"Cravolândia","Cravolândia","7875","0","0"
"Estação","Estação","9427","1","1"
"Brumado","Brumado","7818","4","4"
"Dona Emma","Dona Emma","6213","2","2"
"Piedade","Piedade","8696","1","1"
"Passagem Franca","Passagem Franca","9188","5","5"
"Itaporanga","Itaporanga","6685","1","1"
"Nova Guataporanga","Nova Guataporanga","8644","0","0"
"São José do Piauí","São José do Piauí","7089","1","1"
"Lucrécia","Lucrécia","6503","1","1"
"Capinópolis","Capinópolis","10348","0","0"
"Mariana Pimentel","Mariana Pimentel","9517","0","0"
"Araripe","Araripe","7131","3","3"
"Papagaios","Papagaios","10760","0","0"
"Divino de São Lourenço","Divino de São Lourenço","11086","1","1"
"Bento Fernandes","Bento Fernandes","6444","5","5"
"Araguaiana","Araguaiana","7309","1","1"
"Pombos","Pombos","9975","4","4"
"Arroio do Tigre","Arroio do Tigre","9296","1","1"
"Uruguaiana","Uruguaiana","9745","1","1"
"Damolândia","Damolândia","7517","1","1"
"Congonhas","Congonhas","10410","4","4"
"São Francisco do Conde","São Francisco do Conde","8118","0","0"
"Anhanguera","Anhanguera","7457","1","1"
"Fronteira dos Vales","Fronteira dos Vales","10514","0","0"
"Serra Dourada","Serra Dourada","8134","1","1"
"Morro do Chapéu","Morro do Chapéu","8023","5","5"
"Avaré","Avaré","8322","4","4"
"Jardim do Mulato","Jardim do Mulato","6993","2","2"
"Firminópolis","Firminópolis","7526","1","1"
"Ivaí","Ivaí","5895","0","0"
"Dobrada","Dobrada","8426","0","0"
"Corguinho","Corguinho","9792","1","1"
"Pau D'Arco","Pau D'Arco","5664","2","2"
"São Félix de Balsas","São Félix de Balsas","9230","1","1"
"Salete","Salete","6357","0","0"
